1st_body_mass,1st_total_length,catalognumber,collectioncode,decimallatitude,decimallongitude,dynamicproperties,1st_ear_length,eventdate,fieldnotes,1st_hind_foot_length,institutioncode,1st_life_stage_notation,2nd_life_stage_notation,lifestage,ageValue,ageUnit,locality,occurrenceid,reproductivecondition,scientificname,sex,1st_sex_notation,1st_tail_length,1st_testes_side
38101.76,1430,60187,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1430"", ""tailLengthInmm"":""200"", ""hindfootLengthInmm"":""418"", ""earLengthInmm"":""142"", ""weightInlbs"":""84""}",142,10/24/1992,,418,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60187,,Odocoileus virginianus,female,female,200,
50802.35,1430,61092,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1430"", ""tailLengthInmm"":""241"", ""hindfootLengthInmm"":""435"", ""earLengthInmm"":""158"", ""weightInlbs"":""112""}",158,10/22/1989,,435,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61092,,Odocoileus virginianus,female,female,241,
33112.25,1432,62160,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1432"", ""tailLengthInmm"":""283"", ""hindfootLengthInmm"":""452"", ""earLengthInmm"":""141"", ""weightInlbs"":""[73]""}",141,10/19/1991,,452,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62160,,Odocoileus virginianus,female,female,283,
39462.54,1432,62031,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1432"", ""tailLengthInmm"":""241"", ""hindfootLengthInmm"":""445"", ""earLengthInmm"":""145"", ""weightInlbs"":""87""}",145,10/28/1990,,445,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62031,,Odocoileus virginianus,male,male,241,
43998.46,1432,65289,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1432"", ""tailLengthInmm"":""237"", ""hindfootLengthInmm"":""420"", ""earLengthInmm"":""142"", ""weightInlbs"":""97""}",142,10/17/1987,,420,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65289,,Odocoileus virginianus,female,female,237,
44905.65,1432,63651,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1432"", ""tailLengthInmm"":""256"", ""hindfootLengthInmm"":""430"", ""earLengthInmm"":""140"", ""weightInlbs"":""99""}",140,10/21/1989,,430,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63651,,Odocoileus virginianus,male,male,256,
40369.72,1434,62057,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1434"", ""tailLengthInmm"":""238"", ""hindfootLengthInmm"":""372"", ""earLengthInmm"":""137"", ""weightInlbs"":""89""}",137,10/28/1990,,372,OMNH,3.5 years,,,3.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62057,,Odocoileus virginianus,female,female,238,
38101.76,1435,61149,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1435"", ""tailLengthIn"":""214"", ""hindfootLengthIn"":""412"", ""earLengthIn"":""147"", ""weightInlbs"":""84""}",,10/24/1991,,,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61149,,Odocoileus virginianus,female,female,,
39462.54,1435,62001,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1435"", ""tailLengthInmm"":""220"", ""hindfootLengthInmm"":""420"", ""earLengthInmm"":""152"", ""weightInlbs"":""87""}",152,10/20/1991,,420,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62001,,Odocoileus virginianus,female,female,220,
43091.28,1435,62162,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1435"", ""tailLengthInmm"":""220"", ""hindfootLengthInmm"":""403"", ""earLengthInmm"":""149"", ""weightInlbs"":""95""}",149,10/19/1991,,403,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62162,,Odocoileus virginianus,male,male,220,
32658.65,1436,62222,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1436"", ""tailLengthInmm"":""213"", ""hindfootLengthInmm"":""401"", ""earLengthInmm"":""162"", ""weightInlbs"":""72""}",162,10/18/1986,,401,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62222,,Odocoileus virginianus,female,female,213,
42637.69,1436,62005,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1436"", ""tailLengthInmm"":""206"", ""hindfootLengthInmm"":""401"", ""earLengthInmm"":""139"", ""weightInlbs"":""94""}",139,10/20/1990,,401,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62005,,Odocoileus virginianus,female,female,206,
37648.17,1438,62171,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1438"", ""tailLengthInmm"":""242"", ""hindfootLengthInmm"":""434"", ""earLengthInmm"":""147"", ""weightInlbs"":""83""}",147,10/25/1992,,434,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62171,,Odocoileus virginianus,female,female,242,
33112.25,1440,62035,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1440"", ""tailLengthInmm"":""238"", ""hindfootLengthInmm"":""432"", ""earLengthInmm"":""149"", ""weightInlbs"":""73""}",149,10/21/1989,,432,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62035,,Odocoileus virginianus,female,female,238,
36000,1440,32131,Mammal specimens,46.1694,-123.3789,ear from notch=140 mm; hind foot with claw=420 mm; tail length=242 mm; total length=1440 mm; weight=36 kg; verbatim collector=H. T. Dublin ; verbatim collector=J. Rozdilsky 277 ; sex=female,140,7/11/2017,,420,UWBM,,,,,,Puget Island,http://arctos.database.museum/guid/UWBM:Mamm:32131?seid=3666703,,Odocoileus virginianus,female,female,242,
40823.32,1440,60169,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1440"", ""tailLengthIn"":""220"", ""hindfootLengthIn"":""412"", ""earLengthIn"":""141"", ""weightInlbs"":""90""}",,10/28/1990,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60169,,Odocoileus virginianus,female,female,,
43998.46,1440,65293,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1440"", ""tailLengthInmm"":""203"", ""hindfootLengthInmm"":""386"", ""earLengthInmm"":""137"", ""weightInlbs"":""97""}",137,10/28/1989,,386,OMNH,3.5 years,,,3.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65293,,Odocoileus virginianus,female,female,203,
44452.06,1440,61083,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1440"", ""tailLengthInmm"":""268"", ""hindfootLengthInmm"":""422"", ""earLengthInmm"":""161"", ""weightInlbs"":""98""}",161,10/29/1989,,422,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61083,,Odocoileus virginianus,female,female,268,
34019.43,1441,62167,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1441"", ""tailLengthInmm"":""239"", ""hindfootLengthInmm"":""462"", ""earLengthInmm"":""142"", ""weightInlbs"":""[75]""}",142,10/27/1991,,462,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62167,,Odocoileus virginianus,male,male,239,
38555.35,1441,61081,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1441"", ""tailLengthInmm"":""238"", ""hindfootLengthInmm"":""410"", ""earLengthInmm"":""142"", ""weightInlbs"":""85""}",142,10/21/1989,,410,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61081,,Odocoileus virginianus,female,female,238,
42184.09,1441,62209,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1441"", ""tailLengthInmm"":""228"", ""hindfootLengthInmm"":""416"", ""earLengthInmm"":""138"", ""weightInlbs"":""93""}",138,10/17/1987,,416,OMNH,6.5 years,,,6.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62209,,Odocoileus virginianus,female,female,228,
47627.2,1444,62169,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1444"", ""tailLengthInmm"":""227"", ""hindfootLengthInmm"":""432"", ""earLengthInmm"":""144"", ""weightInlbs"":""105""}",144,10/26/1991,,432,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62169,,Odocoileus virginianus,male,male,227,
43091.28,1445,62038,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1445"", ""tailLengthInmm"":""230"", ""hindfootLengthInmm"":""421"", ""earLengthInmm"":""148"", ""weightInlbs"":""95""}",148,10/29/1989,,421,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62038,,Odocoileus virginianus,female,female,230,
38555.35,1446,61146,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1446"", ""tailLengthIn"":""239"", ""hindfootLengthIn"":""432"", ""earLengthIn"":""151"", ""weightInlbs"":""85""}",,10/18/1992,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61146,,Odocoileus virginianus,female,female,,
39462.54,1447,58282,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1447"", ""tailLengthInmm"":""272"", ""hindfootLengthInmm"":""427"", ""earLengthInmm"":""141"", ""weightInlbs"":""87""}",141,10/28/1984,,427,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:58282,,Odocoileus virginianus,female,female,272,
41730.5,1447,61019,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1447"", ""tailLengthInmm"":""220"", ""hindfootLengthInmm"":""432"", ""earLengthInmm"":""153"", ""weightInlbs"":""92""}",153,10/21/1989,,432,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61019,,Odocoileus virginianus,female,female,220,
43544.87,1450,UAZ 14780,Mammals,31.49861,-111.324341,"{""earLengthInMM"":""160"", ""hindfootLengthInMM"":""410"", ""tail"":""170"", ""totalLength"":""1450"", ""weight"":""43544.87"" }",160,10/26/1951,,410,UAZ,,,,,,"1/2 mile W of Yellow Jacket Mine, SW of Arivaca, Cerro Colorado Mts.",urn:catalog:UAZ:Mammals:UAZ 14780,,Odocoileus virginianus,male,male,170,
44905.65,1450,61086,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1450"", ""tailLengthInmm"":""250"", ""hindfootLengthInmm"":""405"", ""earLengthInmm"":""152"", ""weightInlbs"":""99""}",152,10/20/1990,,405,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61086,,Odocoileus virginianus,female,female,250,
36740.98,1451,65230,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1451"", ""tailLengthInmm"":""256"", ""hindfootLengthInmm"":""423"", ""earLengthInmm"":""156"", ""weightInlbs"":""81""}",156,10/20/1990,,423,OMNH,,,,,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65230,,Odocoileus virginianus,female,female,256,
36287.39,1452,62028,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1452"", ""tailLengthInmm"":""237"", ""hindfootLengthInmm"":""402"", ""earLengthInmm"":""150"", ""weightInlbs"":""80""}",150,10/27/1990,,402,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62028,,Odocoileus virginianus,female,female,237,
39054.31,1452,61107,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1452"", ""tailLengthIn"":""207"", ""hindfootLengthIn"":""415"", ""earLengthIn"":""147"", ""weightInlbs"":""86.1""}",,10/28/1989,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61107,,Odocoileus virginianus,female,female,,
40369.72,1452,60120,Mammals,35.342292,-90.07722,"{""totalLengthIn"":""1452"", ""tailLengthIn"":""245"", ""hindfootLengthIn"":""411"", ""earLengthIn"":""138"", ""weightInlbs"":""89""}",,1/19/1991,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:60120,,Odocoileus virginianus,female,female,,
40369.72,1452,62288,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1452"", ""tailLengthInmm"":""210"", ""hindfootLengthInmm"":""416"", ""earLengthInmm"":""138"", ""weightInlbs"":""89""}",138,10/24/1987,,416,OMNH,5.5 years,,,5.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62288,R mandible,Odocoileus virginianus,female,female,210,
49441.57,1452,62024,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1452"", ""tailLengthInmm"":""252"", ""hindfootLengthInmm"":""441"", ""earLengthInmm"":""150"", ""weightInlbs"":""109""}",150,10/27/1990,,441,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62024,,Odocoileus virginianus,male,male,252,
34926.61,1453,62012,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1453"", ""tailLengthInmm"":""228"", ""hindfootLengthInmm"":""410"", ""earLengthInmm"":""148"", ""weightInlbs"":""[77]""}",148,10/20/1990,,410,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62012,,Odocoileus virginianus,female,female,228,
41276.91,1453,61156,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1453"", ""tailLengthIn"":""289"", ""hindfootLengthIn"":""418"", ""earLengthIn"":""141"", ""weightInlbs"":""91""}",,10/17/1992,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61156,,Odocoileus virginianus,male,male,,
41276.91,1453,61015,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1453"", ""tailLengthInmm"":""231"", ""hindfootLengthInmm"":""417"", ""earLengthInmm"":""150"", ""weightInlbs"":""91""}",150,10/21/1989,,417,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61015,,Odocoileus virginianus,female,female,231,
47627.2,1453,62021,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1453"", ""tailLengthInmm"":""221"", ""hindfootLengthInmm"":""435"", ""earLengthInmm"":""140"", ""weightInlbs"":""105""}",140,10/20/1990,,435,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62021,,Odocoileus virginianus,male,male,221,
40823.32,1455,61099,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1455"", ""tailLengthIn"":""206"", ""hindfootLengthIn"":""427"", ""earLengthIn"":""145"", ""weightInlbs"":""90""}",,10/20/1989,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61099,,Odocoileus virginianus,female,female,,
41276.91,1457,62046,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1457"", ""tailLengthInmm"":""239"", ""hindfootLengthInmm"":""399"", ""earLengthInmm"":""157"", ""weightInlbs"":""91""}",157,10/24/1987,,399,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62046,,Odocoileus virginianus,female,female,239,
44905.65,1458,65203,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1458"", ""tailLengthInmm"":""241"", ""hindfootLengthInmm"":""418"", ""earLengthInmm"":""138"", ""weightInlbs"":""99""}",138,10/20/1990,,418,OMNH,,,,,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:65203,,Odocoileus virginianus,female,female,241,
43544.87,1460,61141,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1460"", ""tailLengthIn"":""190"", ""hindfootLengthIn"":""422"", ""earLengthIn"":""155"", ""weightInlbs"":""96""}",,10/20/1991,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61141,,Odocoileus virginianus,female,female,,
40823.31,1460.5,UAZ 22353,Mammals,,,"{""earLengthInMM"":""228.6"", ""hindfootLengthInMM"":""171.45"", ""tail"":""406.4"", ""totalLength"":""1460.5"", ""weight"":""40823.31"" }",228.6,4/24/1974,,171.45,UAZ,,,,,,Tucson Wildlife Research Unit Farm,urn:catalog:UAZ:Mammals:UAZ 22353,,Odocoileus virginianus,male,male,406.4,
39462.54,1461,62060,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1461"", ""tailLengthInmm"":""231"", ""hindfootLengthInmm"":""425"", ""earLengthInmm"":""128"", ""weightInlbs"":""87""}",128,10/22/1989,,425,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62060,,Odocoileus virginianus,female,female,231,
48080.79,1462,62290,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""[1462]"", ""tailLengthInmm"":""[92]"", ""hindfootLengthInmm"":""423"", ""earLengthInmm"":""142"", ""weightInlbs"":""106""}",142,10/17/1987,,423,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62290,lactating,Odocoileus virginianus,female,female,92,
41276.91,1465,61112,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1465"", ""tailLengthIn"":""253"", ""hindfootLengthIn"":""431"", ""earLengthIn"":""140"", ""weightInlbs"":""91""}",,10/22/1989,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61112,,Odocoileus virginianus,female,female,,
36740.98,1466,62109,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1466"", ""tailLengthInmm"":""162"", ""hindfootLengthInmm"":""429"", ""earLengthInmm"":""143"", ""weightInlbs"":""[81]""}",143,11/15/1987,,429,OMNH,4.5 years,,,4.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62109,,Odocoileus virginianus,female,female,162,
41276.91,1466,62161,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1466"", ""tailLengthInmm"":""251"", ""hindfootLengthInmm"":""415"", ""earLengthInmm"":""159"", ""weightInlbs"":""91""}",159,10/19/1991,,415,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62161,,Odocoileus virginianus,female,female,251,
34926.61,1468,62039,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1468"", ""tailLengthInmm"":""255"", ""hindfootLengthInmm"":""370"", ""earLengthInmm"":""140"", ""weightInlbs"":""77""}",140,10/28/1989,,370,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62039,,Odocoileus virginianus,female,female,255,
44452.06,1468,63656,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1468"", ""tailLengthInmm"":""211"", ""hindfootLengthInmm"":""384"", ""earLengthInmm"":""143"", ""weightInlbs"":""98""}",143,10/17/1987,,384,OMNH,2.5 years,,,2.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63656,,Odocoileus virginianus,female,female,211,
47627.2,1470,62048,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1470"", ""tailLengthInmm"":""265"", ""hindfootLengthInmm"":""443"", ""earLengthInmm"":""143"", ""weightInlbs"":""105""}",143,10/21/1989,,443,OMNH,2.5 years,,,2.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62048,,Odocoileus virginianus,female,female,265,
42184.09,1471,61003,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1471"", ""tailLengthInmm"":""243"", ""hindfootLengthInmm"":""432"", ""earLengthInmm"":""151"", ""weightInlbs"":""93""}",151,10/19/1991,,432,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61003,,Odocoileus virginianus,female,female,243,
43998.46,1471,61001,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1471"", ""tailLengthInmm"":""259"", ""hindfootLengthInmm"":""405"", ""earLengthInmm"":""149"", ""weightInlbs"":""97""}",149,10/19/1991,,405,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61001,,Odocoileus virginianus,female,female,259,
36287.39,1472,62042,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1472"", ""tailLengthInmm"":""260"", ""hindfootLengthInmm"":""394"", ""earLengthInmm"":""147"", ""weightInlbs"":""80""}",147,10/21/1989,,394,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62042,,Odocoileus virginianus,female,female,260,
38101.76,1472,60128,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1472"", ""tailLengthIn"":""237"", ""hindfootLengthIn"":""412"", ""earLengthIn"":""147"", ""weightInlbs"":""84""}",,10/21/1989,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60128,,Odocoileus virginianus,female,female,,
42184.09,1472,63657,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1472"", ""tailLengthInmm"":""225"", ""hindfootLengthInmm"":""422"", ""earLengthInmm"":""135"", ""weightInlbs"":""93""}",135,10/17/1987,,422,OMNH,5.5 years,,,5.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63657,,Odocoileus virginianus,female,female,225,
44905.65,1472,60116,Mammals,35.342292,-90.07722,"{""totalLengthIn"":""1472"", ""tailLengthIn"":""221"", ""hindfootLengthIn"":""407"", ""earLengthIn"":""149"", ""weightInlbs"":""99""}",,1/19/1991,,,OMNH,1.5 years,,,1.5 years,,Meeman-Shelby Forest Wildlife Management Area,urn:catalog:OMNH:Mammals:60116,,Odocoileus virginianus,female,female,,
45359.24,1472,62100,Mammals,36.44222,-89.34611,"{""totalLengthInmm"":""1472"", ""tailLengthInmm"":""242"", ""hindfootLengthInmm"":""435"", ""earLengthInmm"":""138"", ""weightInlbs"":""100""}",138,11/1/1987,,435,OMNH,2.5 years,,,2.5 years,,"Grassy Island, Reelfoot National Wildlife Refuge",urn:catalog:OMNH:Mammals:62100,,Odocoileus virginianus,female,female,242,
43091.28,1473,61105,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1473"", ""tailLengthIn"":""234"", ""hindfootLengthIn"":""418"", ""earLengthIn"":""147"", ""weightInlbs"":""95""}",,10/20/1990,,,OMNH,3.5 years,,,3.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61105,,Odocoileus virginianus,female,female,,
39008.95,1474,62156,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1474"", ""tailLengthInmm"":""270"", ""hindfootLengthInmm"":""439"", ""earLengthInmm"":""146"", ""weightInlbs"":""86""}",146,10/19/1991,,439,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62156,,Odocoileus virginianus,female,female,270,
49441.57,1474,60171,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1474"", ""tailLengthIn"":""275"", ""hindfootLengthIn"":""421"", ""earLengthIn"":""157"", ""weightInlbs"":""109""}",,10/21/1989,,,OMNH,1.5 years,,,1.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60171,,Odocoileus virginianus,male,male,,
49895.16,1474,63442,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1474"", ""tailLengthInmm"":""237"", ""hindfootLengthInmm"":""405"", ""earLengthInmm"":""136"", ""weightInlbs"":""110""}",136,10/18/1986,,405,OMNH,6.5 years,,,6.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63442,,Odocoileus virginianus,female,female,237,
39916.13,1475,62067,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1475"", ""tailLengthInmm"":""261"", ""hindfootLengthInmm"":""429"", ""earLengthInmm"":""164"", ""weightInlbs"":""88""}",164,10/26/1991,,429,OMNH,1.5 years,,,1.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62067,,Odocoileus virginianus,male,male,261,
43544.87,1475,61193,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1475"", ""tailLengthInmm"":""252"", ""hindfootLengthInmm"":""435"", ""earLengthInmm"":""153"", ""weightInlbs"":""96""}",153,10/22/1989,,435,OMNH,2.5 years,,,2.5 years,,"Hunt Area 2, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:61193,,Odocoileus virginianus,female,female,252,
48534.39,1475,62007,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1475"", ""tailLengthInmm"":""255"", ""hindfootLengthInmm"":""452"", ""earLengthInmm"":""139"", ""weightInlbs"":""107""}",139,10/20/1990,,452,OMNH,5.5 years,,,5.5 years,,"Hunt Area 4, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:62007,,Odocoileus virginianus,female,female,255,
33565.84,1476,60142,Mammals,35.50028,-89.20833,"{""totalLengthIn"":""1476"", ""tailLengthIn"":""223"", ""hindfootLengthIn"":""432"", ""earLengthIn"":""142"", ""weightInlbs"":""74""}",,10/22/1991,,,OMNH,2.5 years,,,2.5 years,,"Hunt Area 1, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:60142,,Odocoileus virginianus,female,female,,
39916.13,1478,63648,Mammals,35.50028,-89.20833,"{""totalLengthInmm"":""1478"", ""tailLengthInmm"":""237"", ""hindfootLengthInmm"":""430"", ""earLengthInmm"":""138"", ""weightInlbs"":""88""}",138,10/27/1984,,430,OMNH,1.5 years,,,1.5 years,,"Hunt Area 3, Hatchie National Wildlife Refuge",urn:catalog:OMNH:Mammals:63648,,Odocoileus virginianus,female,female,237,
