,institutionCode,collectionCode,catalogNumber,measurementSide,measurementType,scientificName,decimalLatitude,decimalLongitude,locality,verbatimLocality,basisOfRecord,measurementValue,measurementUnit,lithostratigraphicTerms,formation,member,references,materialSampleID,diagnosticID
734,KU,,39803,right,P3 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,23.78,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,56f073c5-40d5-4975-9fa6-4cef8aeefe90
735,KU,,33219,left,P3 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.66,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,74a0f7c1-69fd-46af-aec1-b732caaa03ec
736,KU,,33219,left,P3 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,24.71,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,180cb9f2-264e-4744-92c1-0992f03939cb
737,KU,,53793,left,P4 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,26.29,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,77248724-1230-4cb2-8e71-a348092e9231
738,KU,,53793,left,P4 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,28.14,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9d4c7f86-c158-471e-bce2-e734009ffc49
739,KU,,38688,left,P3 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,24.34,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,748c201d-413d-42fb-aa94-eaf35791e38e
740,KU,,38688,left,P3 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.22,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,cf4c0b94-af60-4565-a642-78b20113bee7
741,KU,,35596,right,P4 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,23.19,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,fd38b7e5-d14a-4dd0-83a8-9ea06891c236
742,KU,,35596,right,P4 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.69,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,0fea3d63-2be1-4b7a-a25d-67a9fa66ef01
743,KU,,36748,left,P4 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,22.86,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,2245fd32-8538-4e7f-9368-093decce2f9c
744,KU,,36748,left,P4 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,23.59,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,edfa4108-488c-4834-ace6-0971c2a9513b
745,KU,,27902,left,P4 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,23.68,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,43a03a3f-eb93-4d72-b83e-30527bddbed6
746,KU,,27902,left,P4 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.66,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,8b4edd3e-6fa5-4010-b3eb-018d1192defd
747,KU,,35085,left,P3 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.98,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,81627c09-f2ee-46a7-8a87-e85fc664dafd
748,KU,,35085,left,P3 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,26.06,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,6424740a-56fb-4a35-9112-94291485fd21
749,KU,,36438,right,P3 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,27.31,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,12264f60-2951-4487-a843-7f8671612cc0
750,KU,,36438,right,P3 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.40,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,84a71c51-2cda-4071-92e5-77374997d6f4
751,KU,,36614,left,P3 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,27.01,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,598da3fa-2df2-4180-9d11-1406e5f04fcc
752,KU,,36614,left,P3 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.86,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,8533f97a-404b-4c7e-905d-d365de473795
753,KU,,57157,right,P4 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,24.05,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,3d3c4026-9e72-425a-a2af-8246fa8027b7
754,KU,,57157,right,P4 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.97,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f07ba40e-0f7d-43a8-8b5c-d4b699aff68a
755,KU,,38192,left,P4 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.33,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,17adc91d-8ec9-45df-8056-20e274667a85
756,KU,,38192,left,P4 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,27.47,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,eea388e1-90e2-486c-9be8-a7181d4d3ab8
757,KU,,33536,left,P4 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,24.63,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,cd40d0c9-c9cf-4451-ab41-b279b1e9fa1e
758,KU,,33536,left,P4 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,24.10,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,9a7c413c-2242-41b7-b0c8-8f70ea7a42ab
759,KU,,50630,right,P4 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,23.86,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,aa94eb34-cd7e-4fb4-8a68-df9a3a40027c
760,KU,,50630,right,P4 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.85,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,13fc8ab8-f77a-4b0b-ba82-5e4548b46874
761,KU,,38190,right,P4 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,22.59,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,71c3f174-8cbe-4781-b5ef-a6e4e2e6ff3c
762,KU,,38190,right,P4 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,24.70,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,e56b72e0-7f0e-4a46-a11b-4ea8162f3f07
763,KU,,32581,left,P3 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,24.65,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,7a430016-1028-4a0a-bce2-3c7c363f3f3d
764,KU,,32581,left,P3 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,23.92,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,92214162-bbed-4dae-a7d5-0813cf60f843
765,KU,,32704,right,P3 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,26.60,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,15029e0e-8139-4810-85d0-f0baab3234bf
766,KU,,32704,right,P3 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,25.50,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,f211a00e-ee56-45b6-bcd1-38fa000c7152
767,KU,,36830,right,P3 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,24.82,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,ad2fbc11-0c80-42c8-8b00-0a64d7def7be
768,KU,,36830,right,P3 transverse width,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,23.74,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,02672ba4-f031-46ba-9b7c-316687388140
769,KU,,39685,average left and right,P3 anteroposterior length,,-na,-na,Natural Trap Cave,"Wyoming, USA",FossilSpecimen,24.30,mm,Late Pleistocene,,,"Barron-Ortiz C. I., Rodrigues A. T., Theodor J. M., Kooyman B. P., Yang D. Y., and Speller C. F. 2017. Cheek tooth morphology and ancient mitochondrial DNA of late Pleistocene horses from the western interior of North America: Implications for the taxonomy of North American Late Pleistocene Equus. PloS one, 12(8): e0183045.",1d58049b-d7a7-42ed-83f8-085d64cda6dd,919a3303-b60e-4050-a008-d2eee0f3c09a
